[indx],Wine,Type,Variety,Cost,Review,Rating,Overall,Taste,Store,wineName,wineVintage,TypeClassifier,url
278,2010 Vina Maquis Cabernet Sauvignon,Red,Cabernet Sauvignon,$16.99,Maquis Cabernet Sauvignon 2010 - Why pay for Napa Valley when Colchagua Valley will do? (http://www.reversewinesnob.com/2013/05/maquis-cabernet-sauvignon.html),Highly Recommended,7.8,9.0,Other,Vina Maquis Cabernet Sauvignon,2010,http://www.reversewinesnob.com/2013/05/maquis-cabernet-sauvignon.html,Red
279,2010 Wente Reliz Creek Pinot Noir,Red,Pinot Noir,$16.99,Wente Reliz Creek Pinot Noir 2010 Plus Free Shipping On All Orders at Marketview Liquor (http://www.reversewinesnob.com/2014/11/wente-reliz-creek-pinot-noir.html),Highly Recommended,7.8,9.0,Other,Wente Reliz Creek Pinot Noir,2010,http://www.reversewinesnob.com/2014/11/wente-reliz-creek-pinot-noir.html,Red
280,2010 Zonte's Footstep Lake Doctor Shiraz,Red,Shiraz,$16.99,Zonte's Footstep Lake Doctor Shiraz 2010 - Just What The Doctor Ordered (http://www.reversewinesnob.com/2014/02/zontes-footstep-lake-doctor-shiraz.html),Highly Recommended,7.8,9.0,Other,Zonte's Footstep Lake Doctor Shiraz,2010,http://www.reversewinesnob.com/2014/02/zontes-footstep-lake-doctor-shiraz.html,Red
281,2011 Castello Banfi Rosso di Montalcino,Red,Sangiovese,$16.99,"Castello Banfi Rosso di Montalcino 2011 - Smooth, Soft and Luscious (http://www.reversewinesnob.com/2013/12/castello-banfi-rosso-di-montalcino.html)",Highly Recommended,7.8,9.0,Costco,Castello Banfi Rosso di Montalcino,2011,http://www.reversewinesnob.com/2013/12/castello-banfi-rosso-di-montalcino.html,Red
282,2011 Coquena Tannat,Red,Tannat,$16.99,Coquena Tannat 2011 - Not For The Faint of Heart (http://www.reversewinesnob.com/2013/07/coquena-tannat.html),Highly Recommended,7.8,9.0,Other,Coquena Tannat,2011,http://www.reversewinesnob.com/2013/07/coquena-tannat.html,Red
283,2012 La Crema Sonoma Coast Pinot Noir,Red,Pinot Noir,$16.99,"La Crema Sonoma Coast Pinot Noir 2012 - Cherry, Cola and Coffee (http://www.reversewinesnob.com/2014/04/la-crema-sonoma-coast-pinot-noir.html)",Highly Recommended,7.8,9.0,Other,La Crema Sonoma Coast Pinot Noir,2012,http://www.reversewinesnob.com/2014/04/la-crema-sonoma-coast-pinot-noir.html,Red
284,2012 Wente Vineyards Charles Wetmore Cabernet Sauvignon,Red,Cabernet Sauvignon,$16.99,Wente Vineyards Charles Wetmore Cabernet Sauvignon 2012 - Well Worth The Price (http://www.reversewinesnob.com/2014/09/wente-vineyards-charles-wetmore-cabernet-sauvignon.html),Highly Recommended,7.8,9.0,Other,Wente Vineyards Charles Wetmore Cabernet Sauvignon,2012,http://www.reversewinesnob.com/2014/09/wente-vineyards-charles-wetmore-cabernet-sauvignon.html,Red
285,2012 Willamette Valley Vineyard Whole Cluster Pinot Noir,Red,Pinot Noir,$16.99,Oregon Wine - Pinot Noir and Much Much More Plus the 2012 Willamette Valley Vineyard Whole Cluster Pinot Noir (http://www.reversewinesnob.com/2013/04/oregon-wine-willamette-valley-vineyard-pinot-noir.html),Highly Recommended,7.8,9.0,Other,Willamette Valley Vineyard Whole Cluster Pinot Noir,2012,http://www.reversewinesnob.com/2013/04/oregon-wine-willamette-valley-vineyard-pinot-noir.html,Red
286,2013 Turley Cinsault,Red,Cinsault,$16.99,Bechthold Vineyard Cinsault - Drink A Little Piece of History With These Four Wines (http://www.reversewinesnob.com/2014/11/bechthold-vineyard-cinsault.html),Highly Recommended,7.8,9.0,Other,Turley Cinsault,2013,http://www.reversewinesnob.com/2014/11/bechthold-vineyard-cinsault.html,Red
287,2007 90+ Cellars Lot 35 Tempranillo Cabernet Sauvignon Crianza,Red,Blend,$11.99,"Blackberry, Spice and Everything Nice (http://www.reversewinesnob.com/2012/03/90-cellars-lot-35-tempranillo-cabernet.html)",Highly Recommended,7.8,8.0,Other,90+ Cellars Lot 35 Tempranillo Cabernet Sauvignon Crianza,2007,http://www.reversewinesnob.com/2012/03/90-cellars-lot-35-tempranillo-cabernet.html,Red
288,2007 Weingut Karp-Schreiber Alte Reben Riesling Spatlese Feinherb,White,Riesling,$11.99,"Karp-Schreiber Alte Reben Riesling Spatlese Feinherb 2007 - Long Name, Very Tasty Wine (http://www.reversewinesnob.com/2014/09/karp-schreiber-alte-reben-riesling-spatlese.html)",Highly Recommended,7.8,8.0,Other,Weingut Karp-Schreiber Alte Reben Riesling Spatlese Feinherb,2007,http://www.reversewinesnob.com/2014/09/karp-schreiber-alte-reben-riesling-spatlese.html,White
289,2008 Bodega Inurrieta SUR,Red,Blend,$11.99,http://www.reversewinesnob.com/2011/07/2008-bodega-inurrieta-sur.html,Highly Recommended,7.8,8.0,Other,Bodega Inurrieta SUR,2008,http://www.reversewinesnob.com/2011/07/2008-bodega-inurrieta-sur.html,Red
290,2008 H&G Priorat Red,Red,Garnacha,$10.99,H&G Priorat Red 2008 - A Whole Foods Exclusive That Over-Delivers (http://www.reversewinesnob.com/2014/03/hg-priorat-red.html),Highly Recommended,7.8,8.0,Whole Foods,H&G Priorat Red,2008,http://www.reversewinesnob.com/2014/03/hg-priorat-red.html,Red
291,2008 Rodney Strong Sonoma County Cabernet Sauvignon,Red,Cabernet Sauvignon,$11.99,http://www.reversewinesnob.com/2011/09/2008-rodney-strong-sonoma-county.html,Highly Recommended,7.8,8.0,Costco,Rodney Strong Sonoma County Cabernet Sauvignon,2008,http://www.reversewinesnob.com/2011/09/2008-rodney-strong-sonoma-county.html,Red
292,2008 Zinfinity Sonoma County Zinfandel ,Red,Zinfandel,$11.99,http://www.reversewinesnob.com/2012/03/zinfinity-sonoma-county-zinfandel-2008.html,Highly Recommended,7.8,8.0,Other,Zinfinity Sonoma County Zinfandel ,2008,http://www.reversewinesnob.com/2012/03/zinfinity-sonoma-county-zinfandel-2008.html,Red
293, 2009 Cecchi Chianti Classico,Red,Sangiovese,$11.99,Cecchi Chianti Classico 2009 - Classically Charming (http://www.reversewinesnob.com/2013/06/cecchi-chianti-classico-2009.html),Highly Recommended,7.8,8.0,Other,2009 Cecchi Chianti Classico,,http://www.reversewinesnob.com/2013/06/cecchi-chianti-classico-2009.html,Red
294,2009 Dashwood Marlborough Pinot Noir,Red,Pinot Noir,$10.99,http://www.reversewinesnob.com/2012/01/dashwood-marlborough-pinot-noir-2009.html,Highly Recommended,7.8,8.0,Other,Dashwood Marlborough Pinot Noir,2009,http://www.reversewinesnob.com/2012/01/dashwood-marlborough-pinot-noir-2009.html,Red
295,2009 DeMorgenzon DMZ Syrah,Red,Syrah,$11.99,DeMorgenzon DMZ Syrah 2009 - Smoking! (http://www.reversewinesnob.com/2012/07/demorgenzon-dmz-syrah-2009-smoking.html),Highly Recommended,7.8,8.0,Other,DeMorgenzon DMZ Syrah,2009,http://www.reversewinesnob.com/2012/07/demorgenzon-dmz-syrah-2009-smoking.html,Red
296,2009 Domaines Barons De Rothschild (Lafite) Los Vascos Grande Reserve Cabernet Sauvignon,Red,Cabernet Sauvignon,$11.99,Los Vascos Grande Reserve Cabernet Sauvignon 2009 - A Finely Tuned Cabernet (http://www.reversewinesnob.com/2012/07/los-vascos-grande-reserve-cabernet.html),Highly Recommended,7.8,8.0,Other,Domaines Barons De Rothschild (Lafite) Los Vascos Grande Reserve Cabernet Sauvignon,2009,http://www.reversewinesnob.com/2012/07/los-vascos-grande-reserve-cabernet.html,Red
297,2009 Franschhoek Cellar Stone Bridge Pinotage,Red,Pinotage,$11.99,http://www.reversewinesnob.com/2012/03/franschhoek-cellar-pinotage-stone.html,Highly Recommended,7.8,8.0,Other,Franschhoek Cellar Stone Bridge Pinotage,2009,http://www.reversewinesnob.com/2012/03/franschhoek-cellar-pinotage-stone.html,Red
298,2009 Louis M. Martini Sonoma County Cabernet Sauvignon,Red,Cabernet Sauvignon,$10.99,Louis M. Martini Sonoma County Cabernet Sauvignon 2009 - A Sure Bet (http://www.reversewinesnob.com/2012/05/louis-m-martini-sonoma-county-cabernet.html),Highly Recommended,7.8,8.0,Costco,Louis M. Martini Sonoma County Cabernet Sauvignon,2009,http://www.reversewinesnob.com/2012/05/louis-m-martini-sonoma-county-cabernet.html,Red
299,2009 Vina Pomal Crianza,Red,Tempranillo,$11.99,Vina Pomal Crianza 2009 - Rewarding Rioja (http://www.reversewinesnob.com/2013/03/vina-pomal-crianza-2009-rewarding-rioja.html),Highly Recommended,7.8,8.0,Other,Vina Pomal Crianza,2009,http://www.reversewinesnob.com/2013/03/vina-pomal-crianza-2009-rewarding-rioja.html,Red
300,2010 Allegrini Valpolicella,Red,Blend,$11.99,Allegrini Valpolicella 2010 - Goes Down Easy (http://www.reversewinesnob.com/2012/05/allegrini-valpolicella-2010-goes-down.html),Highly Recommended,7.8,8.0,Other,Allegrini Valpolicella,2010,http://www.reversewinesnob.com/2012/05/allegrini-valpolicella-2010-goes-down.html,Red
301,2010 Bonny Doon Vineyard Contra Old Vine Field Blend,Red,Blend,$11.99,"Bonny Doon Vineyard Contra Old Vine Field Blend 2010 - Deep, Dark and Delicious (http://www.reversewinesnob.com/2012/08/bonny-doon-vineyard-contra-old-vine-field-blend.html)",Highly Recommended,7.8,8.0,Other,Bonny Doon Vineyard Contra Old Vine Field Blend,2010,http://www.reversewinesnob.com/2012/08/bonny-doon-vineyard-contra-old-vine-field-blend.html,Red
302,2010 Chateau Saint Julian Bordeaux Superieur,Red,Blend,$11.99,Chateau Saint Julian Bordeaux Superieur 2010 - Bordeaux For The Rest Of Us (http://www.reversewinesnob.com/2014/10/chateau-saint-julian-bordeaux-superieur.html),Highly Recommended,7.8,8.0,Other,Chateau Saint Julian Bordeaux Superieur,2010,http://www.reversewinesnob.com/2014/10/chateau-saint-julian-bordeaux-superieur.html,Red
303,2010 Colomé Torrontés,White,Torrontés,$11.99,http://goo.gl/R1EbD,Highly Recommended,7.8,8.0,Other,Colomé Torrontés,2010,http://goo.gl/R1EbD,White
304,2010 Dalliance Lake County Red Wine,Red,Blend,$11.99,Dalliance Lake County Red Wine 2010 - Far From Boring (http://www.reversewinesnob.com/2012/10/dalliance-lake-county-red-wine-2010-far-from-boring.html),Highly Recommended,7.8,8.0,Other,Dalliance Lake County Red Wine,2010,http://www.reversewinesnob.com/2012/10/dalliance-lake-county-red-wine-2010-far-from-boring.html,Red
305,2010 Darcie Kent Vineyards Rava BlackJack Vineyard Pinot Noir,Red,Pinot Noir,$11.99,Pinot Noir For The 99 - Darcie Kent Rava BlackJack Vineyard Pinot Noir 2010 (http://www.reversewinesnob.com/2013/08/darcie-kent-rava-blackjack-vineyard-pinot-noir.html),Highly Recommended,7.8,8.0,Other,Darcie Kent Vineyards Rava BlackJack Vineyard Pinot Noir,2010,http://www.reversewinesnob.com/2013/08/darcie-kent-rava-blackjack-vineyard-pinot-noir.html,Red
306,2010 Domäne Wachau Grüner Veltliner,White,Gruner Veltliner,$11.99,http://www.reversewinesnob.com/2011/08/2010-domane-wachau-gruner-veltliner.html,Highly Recommended,7.8,8.0,Other,Domäne Wachau Grüner Veltliner,2010,http://www.reversewinesnob.com/2011/08/2010-domane-wachau-gruner-veltliner.html,White
307,2010 Donnafugata Sedara,Red,Nero d'Avola,$11.99,Donnafugata Sedara 2010 - One Big Aroma (http://www.reversewinesnob.com/2013/02/donnafugata-sedara-2010-one-big-aroma.html),Highly Recommended,7.8,8.0,Other,Donnafugata Sedara,2010,http://www.reversewinesnob.com/2013/02/donnafugata-sedara-2010-one-big-aroma.html,Red
308,2010 Gen5 Merlot,Red,Merlot,$10.99,Gen5 Merlot 2010 - More Than Your Typical Merlot (http://www.reversewinesnob.com/2012/09/gen5-merlot-2010-more-than-your-typical.html),Highly Recommended,7.8,8.0,Other,Gen5 Merlot,2010,http://www.reversewinesnob.com/2012/09/gen5-merlot-2010-more-than-your-typical.html,Red
309,2010 Hahn Winery Central Coast Meritage ,Red,Meritage,$11.99,Hahn Winery Central Coast Meritage 2010 - Make Mine A Meritage Wine #2 (http://www.reversewinesnob.com/2013/02/hahn-winery-central-coast-meritage.html),Highly Recommended,7.8,8.0,Other,Hahn Winery Central Coast Meritage ,2010,http://www.reversewinesnob.com/2013/02/hahn-winery-central-coast-meritage.html,Red
310,2010 Kanonkop Kadette,Red,Blend,$10.99,Kanonkop Kadette 2010 - An Excellent Cuvée From The Cape (http://www.reversewinesnob.com/2012/12/kanonkop-kadette-2010.html),Highly Recommended,7.8,8.0,Other,Kanonkop Kadette,2010,http://www.reversewinesnob.com/2012/12/kanonkop-kadette-2010.html,Red
311,2010 Ken Forrester Reserve Chenin Blanc,White,Chenin Blanc,$11.99,"Ken Forrester Reserve Chenin Blanc 2010 - Rich, Creamy, Toasty and Fruity (http://www.reversewinesnob.com/2012/07/ken-forrester-reserve-chenin-blanc-2010.html)",Highly Recommended,7.8,8.0,Other,Ken Forrester Reserve Chenin Blanc,2010,http://www.reversewinesnob.com/2012/07/ken-forrester-reserve-chenin-blanc-2010.html,White
312,2010 Kim Crawford Marlborough Pinot Noir,Red,Pinot Noir,$11.99,"Kim Crawford Marlborough Pinot Noir 2010 - An Earthy, Spicy Pinot Noir From New Zealand (http://www.reversewinesnob.com/2013/06/kim-crawford-marlborough-pinot-noir.html)",Highly Recommended,7.8,8.0,Costco,Kim Crawford Marlborough Pinot Noir,2010,http://www.reversewinesnob.com/2013/06/kim-crawford-marlborough-pinot-noir.html,Red
313,2010 Lyeth Meritage,Red,Meritage,$11.99,Lyeth Meritage 2010 - Make Mine A Meritage Wine #1 (http://www.reversewinesnob.com/2013/02/lyeth-meritage-2010-make-mine-meritage.html),Highly Recommended,7.8,8.0,Other,Lyeth Meritage,2010,http://www.reversewinesnob.com/2013/02/lyeth-meritage-2010-make-mine-meritage.html,Red
314,2010 Mazzoni Piemonte Barbera,Red,Barbera,$11.99,Mazzoni Piemonte Barbera 2010 - Pizza Perfetto! (http://www.reversewinesnob.com/2014/04/mazzoni-piemonte-barbera.html),Highly Recommended,7.8,8.0,Other,Mazzoni Piemonte Barbera,2010,http://www.reversewinesnob.com/2014/04/mazzoni-piemonte-barbera.html,Red
315,2010 McKinley Springs Bombing Range Red,Red,Blend,$11.99,Bombing Range Red 2010 - A Winning Blend (http://www.reversewinesnob.com/2014/06/bombing-range-red.html),Highly Recommended,7.8,8.0,Other,McKinley Springs Bombing Range Red,2010,http://www.reversewinesnob.com/2014/06/bombing-range-red.html,Red
316,2010 Plantagenet Omrah Unoaked Chardonnay,White,Chardonnay,$11.99,A Zesty Chardonnay Sets The Bar (http://www.reversewinesnob.com/2012/04/plantagenet-omrah-unoaked-chardonnay.html),Highly Recommended,7.8,8.0,Other,Plantagenet Omrah Unoaked Chardonnay,2010,http://www.reversewinesnob.com/2012/04/plantagenet-omrah-unoaked-chardonnay.html,White
317,2010 Robert Mondavi Winery Napa Valley Fumé Blanc,White,Sauvignon Blanc,$11.99,Robert Mondavi Napa Valley Fumé Blanc 2010 - Sauvignon Blanc With A Fancy French Name (http://www.reversewinesnob.com/2014/05/robert-mondavi-napa-valley-fume-blanc.html),Highly Recommended,7.8,8.0,Other,Robert Mondavi Winery Napa Valley Fumé Blanc,2010,http://www.reversewinesnob.com/2014/05/robert-mondavi-napa-valley-fume-blanc.html,White
318,2010 Sumarroca Temps de Flors Vino de la Costa Catalan,White,Blend,$11.99,Temps de Flors Vino de la Costa Catalan 2010 - True To Its Name (http://www.reversewinesnob.com/2012/06/temps-de-flors-vino-de-la-costa-catalan.html),Highly Recommended,7.8,8.0,Other,Sumarroca Temps de Flors Vino de la Costa Catalan,2010,http://www.reversewinesnob.com/2012/06/temps-de-flors-vino-de-la-costa-catalan.html,White
319,2010 The Show Garnacha ,Red,Garnacha,$11.99,The Show Garnacha 2010 - No Circus Clowns Needed (http://www.reversewinesnob.com/2012/12/the-show-garnacha-2010-no-circus-clowns-needed.html),Highly Recommended,7.8,8.0,Other,The Show Garnacha ,2010,http://www.reversewinesnob.com/2012/12/the-show-garnacha-2010-no-circus-clowns-needed.html,Red
320,2010 Trapiche Broquel Malbec,Red,Malbec,$10.99,Trapiche Broquel Malbec 2010 - A Step Up From Your Standard Malbec (http://www.reversewinesnob.com/2013/10/trapiche-broquel-malbec.html),Highly Recommended,7.8,8.0,Costco,Trapiche Broquel Malbec,2010,http://www.reversewinesnob.com/2013/10/trapiche-broquel-malbec.html,Red
321,2010 Wild Horse Central Coast Merlot,Red,Merlot,$10.99,Wild Horse Central Coast Merlot 2010 - Wildly Good (http://www.reversewinesnob.com/2013/02/wild-horse-central-coast-merlot.html),Highly Recommended,7.8,8.0,Other,Wild Horse Central Coast Merlot,2010,http://www.reversewinesnob.com/2013/02/wild-horse-central-coast-merlot.html,Red
322,2011 Chateau De Clapier Calligrappe Red,Red,Blend,$11.99,Chateau De Clapier Calligrappe Red 2011 - Lovely! (http://www.reversewinesnob.com/2014/03/chateau-de-clapier-calligrappe.html),Highly Recommended,7.8,8.0,Other,Chateau De Clapier Calligrappe Red,2011,http://www.reversewinesnob.com/2014/03/chateau-de-clapier-calligrappe.html,Red
323,2011 Donnafugata Anthilia Sicilia Bianco,White,Blend,$11.99,Donnafugata Anthilia Sicilia Bianco 2011 - A Succulent Sicilian (http://www.reversewinesnob.com/2012/09/donnafugata-anthilia-sicilia-bianco.html),Highly Recommended,7.8,8.0,Other,Donnafugata Anthilia Sicilia Bianco,2011,http://www.reversewinesnob.com/2012/09/donnafugata-anthilia-sicilia-bianco.html,White
324,2011 GAIA 14-18h Agiorgitiko Rosé Peloponnese,Rosé,Agiorgitiko,$11.99,GAIA 14-18h Agiorgitiko Rosé 2011 - Go To The Greek (http://www.reversewinesnob.com/2012/07/gaia-14-18h-agiorgitiko-rose-2011-go-to.html),Highly Recommended,7.8,8.0,Other,GAIA 14-18h Agiorgitiko Rosé Peloponnese,2011,http://www.reversewinesnob.com/2012/07/gaia-14-18h-agiorgitiko-rose-2011-go-to.html,Rosé
325,2011 Joseph Drouhin Laforet Bourgogne Pinot Noir,White,Chardonnay,$11.99,Joseph Drouhin Laforet Bourgogne Chardonnay and Pinot Noir - A Pair of Bargains from Burgundy (http://www.reversewinesnob.com/2013/08/joseph-drouhin-laforet-bourgogne.html),Highly Recommended,7.8,8.0,Other,Joseph Drouhin Laforet Bourgogne Pinot Noir,2011,http://www.reversewinesnob.com/2013/08/joseph-drouhin-laforet-bourgogne.html,White
326,2011 Kaiken Terroir Series Corte Malbec Blend,Red,Blend,$11.99,Kaiken Terroir Series Corte Malbec Blend 2011 - Release The Kaiken!  Read more: http://www.reversewinesnob.com/2014/11/kaiken-terroir-series-corte-malbec.html#ixzz3MqAVtJpP  Follow us: @ReverseWineSnob on Twitter | ReverseWineSnob on Facebook (http://www.reversewinesnob.com/2014/11/kaiken-terroir-series-corte-malbec.html),Highly Recommended,7.8,8.0,Other,Kaiken Terroir Series Corte Malbec Blend,2011,http://www.reversewinesnob.com/2014/11/kaiken-terroir-series-corte-malbec.html,Red
327,2011 Kirkland Signature Sonoma County Old Vine Zinfandel,Red,Zinfandel,$10.99,Kirkland Signature Sonoma County Old Vine Zinfandel 2011 - Classic Zin At A Great Costco Price (http://www.reversewinesnob.com/2014/02/kirkland-signature-sonoma-county-old-vine-zinfandel.html),Highly Recommended,7.8,8.0,Costco,Kirkland Signature Sonoma County Old Vine Zinfandel,2011,http://www.reversewinesnob.com/2014/02/kirkland-signature-sonoma-county-old-vine-zinfandel.html,Red
328,2011 Laurenz V. Singing Gruner Veltliner,White,Gruner Veltliner,$11.99,Laurenz V. Singing Gruner Veltliner 2011 - Awesome Austrians Wine #2 (http://www.reversewinesnob.com/2012/10/laurenz-v-singing-gruner-veltliner-2011.html),Highly Recommended,7.8,8.0,Other,Laurenz V. Singing Gruner Veltliner,2011,http://www.reversewinesnob.com/2012/10/laurenz-v-singing-gruner-veltliner-2011.html,White
329,2011 Murphy-Goode Homefront Red,Red,Blend,$11.99,Murphy-Goode Homefront Red 2011 - Easily The Most Enjoyable Way Ever Created To Support The Troops (http://www.reversewinesnob.com/2013/09/murphy-goode-homefront-red.html),Highly Recommended,7.8,8.0,Other,Murphy-Goode Homefront Red,2011,http://www.reversewinesnob.com/2013/09/murphy-goode-homefront-red.html,Red
330,2011 Protos Tinto Fino,Red,Tempranillo,$11.99,Protos Tinto Fino 2011 - Smooth And Easy (http://www.reversewinesnob.com/2014/04/protos-tinto-fino.html),Highly Recommended,7.8,8.0,Other,Protos Tinto Fino,2011,http://www.reversewinesnob.com/2014/04/protos-tinto-fino.html,Red
331,2011 Raats Original Unwooded Chenin Blanc,White,Chenin Blanc,$11.99,Raats Original Unwooded Chenin Blanc 2011 - A Natural Beauty (http://www.reversewinesnob.com/2012/08/raats-original-unwooded-chenin-blanc.html),Highly Recommended,7.8,8.0,Other,Raats Original Unwooded Chenin Blanc,2011,http://www.reversewinesnob.com/2012/08/raats-original-unwooded-chenin-blanc.html,White
332,2011 Red Newt Cellars Semi-Dry Riesling,White,Riesling,$11.99,Finger Lakes Riesling Roundup - Round Two! (http://www.reversewinesnob.com/2012/10/finger-lakes-riesling-roundup-round-two.html),Highly Recommended,7.8,8.0,Other,Red Newt Cellars Semi-Dry Riesling,2011,http://www.reversewinesnob.com/2012/10/finger-lakes-riesling-roundup-round-two.html,White
